1000
14	14	0
63	63	0
39	39	0
-6	-6	0
70	70	0
62	62	0
-39	-39	0
-85	-85	0
60	60	0
22	22	0
17	17	0
20	20	0
18	18	0
-53	-53	0
-74	-74	0
92	92	0
-66	-66	0
42	42	0
88	88	0
68	68	0
9	9	0
72	72	0
82	82	0
10	10	0
-73	-73	0
-17	-17	0
85	85	0
-94	-94	0
2	2	0
53	53	0
-62	-62	0
7	7	0
16	16	0
-44	-44	0
-33	-33	0
-68	-68	0
92	92	0
-76	-76	0
41	41	0
68	68	0
42	42	0
-53	-53	0
59	59	0
-2	-2	0
-30	-30	0
-84	-84	0
-78	-78	0
-48	-48	0
-77	-77	0
10	10	0
-46	-46	0
-9	-9	0
84	84	0
-83	-83	0
57	57	0
10	10	0
87	87	0
-11	-11	0
-82	-82	0
58	58	0
-5	-5	0
-96	-96	0
-21	-21	0
-67	-67	0
-46	-46	0
0	0	0
-74	-74	0
-68	-68	0
-36	-36	0
14	14	0
35	35	0
88	88	0
18	18	0
30	30	0
46	46	0
-61	-61	0
20	20	0
-42	-42	0
-31	-31	0
85	85	0
66	66	0
-95	-95	0
63	63	0
10	10	0
-98	-98	0
81	81	0
-71	-71	0
63	63	0
-77	-77	0
-71	-71	0
-28	-28	0
-45	-45	0
-66	-66	0
-47	-47	0
-8	-8	0
100	100	0
-30	-30	0
6	6	0
22	22	0
-77	-77	0
-50	-50	0
-9	-9	0
88	88	0
-81	-81	0
-79	-79	0
-28	-28	0
-76	-76	0
74	74	0
-18	-18	0
90	90	0
-42	-42	0
-1	-1	0
45	45	0
39	39	0
-83	-83	0
-71	-71	0
92	92	0
3	3	0
95	95	0
42	42	0
-17	-17	0
-79	-79	0
-86	-86	0
45	45	0
-5	-5	0
5	5	0
-77	-77	0
21	21	0
23	23	0
-79	-79	0
100	100	0
6	6	0
74	74	0
-23	-23	0
-39	-39	0
-8	-8	0
77	77	0
60	60	0
-66	-66	0
-98	-98	0
64	64	0
-16	-16	0
64	64	0
-81	-81	0
-42	-42	0
87	87	0
-59	-59	0
-11	-11	0
-7	-7	0
-89	-89	0
-78	-78	0
52	52	0
-15	-15	0
-4	-4	0
89	89	0
96	96	0
-91	-91	0
75	75	0
-95	-95	0
30	30	0
